QueryAccVer,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold
ASV_1512,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1513,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1514,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1515,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1516,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1517,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1518,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1519,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1520,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1521,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1522,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1523,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1524,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1525,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1526,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1527,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1528,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1529,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1530,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1531,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1532,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1533,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1534,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1535,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1536,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1537,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1538,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1539,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1540,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1541,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1542,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1543,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1544,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1545,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1546,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1547,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1548,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1549,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1550,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1551,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1552,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1553,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1554,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1555,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1556,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1557,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1558,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1559,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1560,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1561,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1562,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1563,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1564,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1565,Halichondria panicea,species,Halichondria panicea,Halichondria,Halichondriidae,Suberitida,Demospongiae,Porifera,Animalia,IDtaxa,GSL_rl,60
ASV_1566,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1567,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1568,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1569,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1570,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1571,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1572,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1573,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1574,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1575,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1576,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1577,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1578,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1579,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1580,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1581,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1582,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1583,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1584,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1585,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1586,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1587,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1588,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1589,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1590,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1591,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1592,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1593,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1594,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1595,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1596,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1597,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1598,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1599,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1600,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1601,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1602,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1603,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1604,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1605,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1606,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1607,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1608,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1609,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1610,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1611,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1612,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1613,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1614,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1615,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1616,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1617,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1618,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1619,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1620,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1621,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1622,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1623,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1624,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1625,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1626,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1627,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1628,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1629,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,IDtaxa,GSL_rl,60
ASV_1630,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1631,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1632,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1633,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1634,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1635,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1636,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1637,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
ASV_1638,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1639,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1640,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1641,Strongylocentrotus pallidus,species,Strongylocentrotus pallidus,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,IDtaxa,GSL_rl,60
ASV_1642,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1643,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1644,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1645,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1646,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1647,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1648,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1649,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1650,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1651,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1652,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1653,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1654,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1655,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1656,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1657,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1658,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1659,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1660,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1661,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1662,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1663,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1664,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1665,Halichondria panicea,species,Halichondria panicea,Halichondria,Halichondriidae,Suberitida,Demospongiae,Porifera,Animalia,IDtaxa,GSL_rl,60
ASV_1666,Strongylocentrotus pallidus,species,Strongylocentrotus pallidus,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,IDtaxa,GSL_rl,60
ASV_1667,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1668,Golfingia margaritacea,species,Golfingia margaritacea,Golfingia,Golfingiidae,Golfingiida,Sipunculidea,Sipuncula,Animalia,IDtaxa,GSL_rl,60
ASV_1669,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1670,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1671,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1672,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1673,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1674,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1675,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1676,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1677,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1678,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1679,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1680,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1681,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1682,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1683,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1684,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1685,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1686,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1687,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1688,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1689,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1690,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1691,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,IDtaxa,GSL_rl,60
ASV_1692,Nanomia cara,species,Nanomia cara,Nanomia,Agalmatidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,IDtaxa,GSL_rl,60
ASV_1693,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1694,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1695,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1696,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1697,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1698,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1699,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1700,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1701,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1702,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1703,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1704,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1705,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1706,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1707,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1708,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1709,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1710,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1711,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1712,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1713,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1714,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1715,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1716,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1717,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1718,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1719,Strongylocentrotus pallidus,species,Strongylocentrotus pallidus,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,IDtaxa,GSL_rl,60
ASV_1720,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1721,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1722,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1723,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1724,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1725,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1726,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1727,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1728,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1729,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1730,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1731,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1732,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1733,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1734,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1735,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1736,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1737,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1738,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1739,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1740,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1741,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1742,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1743,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1744,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
ASV_1745,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1746,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1747,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1748,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1749,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1750,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1751,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1752,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1753,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1754,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1755,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1756,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1757,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1758,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1759,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1760,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1761,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1762,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1763,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1764,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1765,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1766,Mytilus sp,species,Mytilus sp,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
