QueryAccVer,SeqName,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold,Taxon.ori,Genus.ori,Family.ori,Order.ori,Class.ori,Phylum.ori
CAISN1511-14,CAISN1511-14 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Temoridae; Temora; Temora longicornis,Temora longicornis,species,Temora longicornis,Temora,Temoridae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Temora longicornis,Temora,Temoridae,Calanoida,Hexanauplia,Arthropoda
GBMIN41536-14,GBMIN41536-14 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Clausocalanidae; Pseudocalanus; Pseudocalanus elongatus,Pseudocalanus elongatus,species,Pseudocalanus elongatus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Pseudocalanus elongatus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda
CAISN1060-13,CAISN1060-13 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Clausocalanidae; Pseudocalanus; Pseudocalanus minutus,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda
CAISN1438-14,CAISN1438-14 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Centropagidae; Centropages; Centropages hamatus,Centropages hamatus,species,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda
CAISN1441-14,CAISN1441-14 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Centropagidae; Centropages; Centropages hamatus,Centropages hamatus,species,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda
CAISN777-13,CAISN777-13 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Centropagidae; Centropages; Centropages hamatus,Centropages hamatus,species,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda
CAISN873-13,CAISN873-13 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Centropagidae; Centropages; Centropages hamatus,Centropages hamatus,species,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda
CAISN762-13,CAISN762-13 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Centropagidae; Centropages; Centropages hamatus,Centropages hamatus,species,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Centropages hamatus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda
CAISN835-13,CAISN835-13 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Centropagidae; Centropages; Centropages typicus,Centropages typicus,species,Centropages typicus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Centropages typicus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda
CAISN1469-14,CAISN1469-14 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Centropagidae; Centropages; Centropages typicus,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,95,Centropages typicus,Centropages,Centropagidae,Calanoida,Hexanauplia,Arthropoda
GBCX1213-14,GBCX1213-14 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Metridinidae; Metridia; Metridia lucens,Metridia,genus,NA,Metridia,Metridinidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Metridia lucens,Metridia,Metridinidae,Calanoida,Hexanauplia,Arthropoda
GBCX1212-14,GBCX1212-14 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Metridinidae; Metridia; Metridia lucens,Metridia,genus,NA,Metridia,Metridinidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Metridia lucens,Metridia,Metridinidae,Calanoida,Hexanauplia,Arthropoda
GBCM20402-19,GBCM20402-19 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Temoridae; Temora; Temora stylifera,Temora stylifera,species,Temora stylifera,Temora,Temoridae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Temora stylifera,Temora,Temoridae,Calanoida,Hexanauplia,Arthropoda
GBCM20403-19,GBCM20403-19 Root; Animalia; Arthropoda; Hexanauplia; Calanoida; Temoridae; Temora; Temora stylifera,Temora stylifera,species,Temora stylifera,Temora,Temoridae,Calanoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Temora stylifera,Temora,Temoridae,Calanoida,Hexanauplia,Arthropoda
BNSC296-11,BNSC296-11 Root; Animalia; Arthropoda; Hexanauplia; Cyclopoida; Oithonidae; Oithona; Oithona similis,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda
CAISN231-12,CAISN231-12 Root; Animalia; Arthropoda; Hexanauplia; Cyclopoida; Oithonidae; Oithona; Oithona similis,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,95,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda
CAISN1378-13,CAISN1378-13 Root; Animalia; Arthropoda; Hexanauplia; Cyclopoida; Oithonidae; Oithona; Oithona similis,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,95,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda
ECHAR420-19,ECHAR420-19 Root; Animalia; Arthropoda; Hexanauplia; Cyclopoida; Oithonidae; Oithona; Oithona similis,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,95,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda
VAFIV166-14,VAFIV166-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV081-14,VAFIV081-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV089-14,VAFIV089-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VATWO005-14,VATWO005-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV144-14,VAFIV144-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV178-14,VAFIV178-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV169-14,VAFIV169-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV184-14,VAFIV184-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
SERCI411-14,SERCI411-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV216-14,VAFIV216-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV172-14,VAFIV172-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV167-14,VAFIV167-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV080-14,VAFIV080-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV105-14,VAFIV105-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella penantis,Caprella penantis,species,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WWGSL281-08,WWGSL281-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella mutica,Caprella mutica,species,Caprella mutica,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella mutica,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WWAMP1229-13,WWAMP1229-13 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella mutica,Caprella mutica,species,Caprella mutica,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella mutica,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW344-08,WW344-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW169-07,WW169-07 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW512-08,WW512-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW513-08,WW513-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW758-08,WW758-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW655-08,WW655-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW657-08,WW657-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
ARCMI454-14,ARCMI454-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
ARCMI455-14,ARCMI455-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
STAN003-14,STAN003-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
NBCRU037-12,NBCRU037-12 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
STAN019-14,STAN019-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
STAN017-14,STAN017-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW656-08,WW656-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW471-08,WW471-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW472-08,WW472-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW473-08,WW473-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WWGSL141-08,WWGSL141-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW470-08,WW470-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
LABBI157-09,LABBI157-09 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Aeginina; Aeginina longicornis,Aeginina longicornis,species,Aeginina longicornis,Aeginina,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Aeginina longicornis,Aeginina,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW1085-08,WW1085-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL275-08,WWGSL275-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW1086-08,WW1086-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL178-08,WWGSL178-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL173-08,WWGSL173-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL176-08,WWGSL176-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
ARCMI624-14,ARCMI624-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW1084-08,WW1084-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW505-08,WW505-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL168-08,WWGSL168-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL267-08,WWGSL267-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL270-08,WWGSL270-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL174-08,WWGSL174-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW506-08,WW506-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,95,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
